team,main,id,title,author,journal,number,cites,year,cid,pubid
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Experiments in'Participatory Econometrics': Improving the connection between economic analysis and the real world,V Rao,Economic and Political Weekly,1887-1891,52,2002,"16886991896678583139,10325207797017379208",KlAtU1dfN6UC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"History, historians and development policy: a necessary dialogue","CA Bayly, V Rao, S Szreter, M Woolcock",Manchester University Press,,51,2020,1832391935965199356,Mojj43d5GZwC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,The anatomy of failure: An ethnography of a randomized trial to deepen democracy in rural India,"V Rao, K Ananthpur, K Malik",World development,"99, 481-497",51,2017,"6372309216002506734,11882577378308728516",Ns2bVKt8YxIC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Deliberative Democracy in an Unequal World: A Text-As-Data Study of South India’s Village Assemblies,"R Parthasarathy, V Rao, N Palaniswamy",American Political Science Review,"113 (3), 623-640",46,2019,"4223697672088987192,12477369813769888534",HygtOXotxAUC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Governance and the'Karnataka Model of Development',"G Kadekodi, R Kanbur, V Rao",Economic and Political Weekly,649-652,45,2007,"8536146368008448371,3169785309354441238,12843613053900096230",iH-uZ7U-co4C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,The political construction of caste in South India,"V Rao, R Ban",Processed. Washingon DC: the World Bank,,44,2007,14775614013977150411,ULOm3_A8WrAC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Recasting culture to undo gender: A sociological analysis of Jeevika in Rural Bihar, India","P Sanyal, V Rao, S Majumdar",World Bank Policy Research Working Paper,,36,2015,"11755738336242707872,8873706035040157811",2VqYfGB8ITEC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Can economics mediate the relationship between anthropology and demography,V Rao,Population and Development Review,"23 (4), 833-838",36,1997,"6412735172516323481,8611211389392552180",kNdYIx-mwKoC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,The marriage squeeze interpretation of dowry inflation: response,V Rao,Journal of Political Economy,"108 (6), 1334-1335",28,2000,4645121743124909294,M3ejUd6NZC8C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,The political economy of village sanitation in south india: Capture or poor information?,"R Ban, M Das Gupta, V Rao",The Journal of Development Studies,"46 (4), 685-700",27,2010,"16510721337402692757,353054482454118284",RGFaLdJalmkC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,A compressão do mercado matrimonial e o aumento das uniões consensuais no Brasil,"ME Greene, V Rao",Revista Brasileira de Estudos de População,"9 (2), 168-183",25,1992,15591548542071753950,4TOpqqG69KYC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Relief from usury: Impact of a self-help group lending program in rural India,"V Hoffmann, V Rao, V Surendra, U Datta",Journal of Development Economics,"148, 102567",22,2021,"11718911986323506925,15003609549196055291",MDBbo4b0KHEC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Oral democracy: Deliberation in Indian village assemblies,"P Sanyal, V Rao",Cambridge University Press,,22,2018,"14941548265292003184,11470174463949985059",XdYaqolBBq8C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Bargaining and fertility in Brazil: A Quantitative and Econometric Analysis,"V Rao, ME Green",Center for Development Economics,,21,1996,"16664012318652725810,453747042329124878,6762776352669480392",-f6ydRqryjwC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Are Caste Categories Misleading? The Relationship Between Gender and Jati in Three Indian States,"S Joshi, N Kochhar, V Rao",Towards Gender Equity In Development,,20,2018,"12308385573021711134,14586465182128210880,12290275372451707232",zxqBrjVgvjwC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Deliberative democracy in India,"R Parthasarathy, V Rao","World Bank, Washington, DC",,19,2017,6434308779180200696,vNwWLMROEM0C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Revisiting between-group inequality measurement: An application to the dynamics of caste inequality in two Indian villages,"P Lanjouw, V Rao",World Development,"39 (2), 174-187",19,2011,"6618298221597212750,4013129163817687169",2C0LhDdYSbcC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Diet, mortality and life expectancy a cross national analysis",V Rao,Journal of Population Economics,"1 (3), 225-233",19,1989,5002398935942079520,aqlVkmm33-oC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Unheard voices: The challenge of inducing women’s civic speech,"N Palaniswamy, R Parthasarathy, V Rao",World Development,"115, 64-77",18,2019,"8136761211206497595,11450293776343976752",4_yl7nwqy4oC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Conducting Ethical Economic Research,"H Alderman, J Das, V Rao",The Oxford Handbook of Professional Economic Ethics,,17,2013,13825227884577117938,lR2ECBI0YV4C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Safety nets and natural disaster mitigation: evidence from cyclone Phailin in Odisha,"P Christian, E Kandpal, N Palaniswamy, V Rao",Climatic Change,"153 (1), 141-164",16,2019,"15078721998554019465,16434997771873286937",PFhWnMnuT1QC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,How women talk in Indian democracy,"P Sanyal, V Rao, U Prabhakar",Qualitative Sociology,"42 (1), 49-70",13,2019,"12165934106962278754,4140442792917062043",Itmi1h0dExoC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Social networks and risk management strategies in poor urban communities: What do we know?,"V Rao, M Woolcock","World Bank, Washington, DC Processed",,11,2001,3237387696410655678,j3f4tGmQtD8C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Statistical discrimination and social assimilation,"F Bloch, V Rao",Economics Bulletin,"10 (2), 1-5",11,2001,"13531242564183248533,13527918286143111198",7PzlFSSx8tAC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Participatory development reconsidered,"G Mansuri, V Rao",Development outreach,"13 (1), 64-69",10,2011,5558336953748264704,nb7KW1ujOQ8C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,The Impact of the Community Level Activities of the Second Urban Poverty Project,"M Pradhan, V Rao, C Rosemberg","Discussion paper, Washington, DC: The World Bank",,9,2010,"5871817280597910578,5587257325602227134",b9WrW9Envh0C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Toward Successful Development Policies: Insights from Research in Development Economics,"E Artuc, R Cull, S Dasgupta, R Fattal, D Filmer, X Giné, HG Jacoby, ...",,,8,2020,18055979548808034366,TPlbvKeUp3cC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,On the frontlines of scaling-up: a qualitative analysis of implementation challenges in a CDD project in rural India,"S Majumdar, V Rao",World Bank Policy Research Working Paper,,7,2017,2341550456272364623,bxbQgRQgr4sC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Who Should Be at the Top of Bottom-Up Development? A Case-Study of the National Rural Livelihoods Mission in Rajasthan, India","S Joshi, V Rao",The Journal of Development Studies,"54 (10), 1858-1877",6,2018,5417327567308909918,AE81f6nWjdQC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Does"" Prestige"" Matter? Compensating Differentials for Social Mobility in the Indian Cast System",V Rao,University of Chicago-Economics Research Center,,6,1992,4425168134678430040,e5wmG9Sq2KIC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Community-driven development and elite capture: Microcredit and community board participation in Indonesia,"VA Beard, M Pradhan, V Rao, RS Cartmill",Planning and Decentralization,151-171,5,2008,"14189728856454788469,9158319450650336",-Viv1fr_sjoC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Birth, marriage and death: Three essays in demographic economics.",V Rao,,,4,1991,9495690099953587230,r0BpntZqJG4C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Process-Policy & Outcome-Policy: Rethinking How to Address Poverty & Inequality,V Rao,Daedalus,"148 (3), 181-190",3,2019,14456264073808780338,BxcezVm2apwC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Jati inequality in rural Bihar,"S Joshi, N Kochhar, V Rao",World Bank Policy Research Working Paper,,3,2018,6174868575072742162,Zp9IZb6oESQC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Community Driven Development, Participation and Inequality: What does the Evidence Say?","G Mansuri, V Rao",World Bank-Inequality in Focus,"1 (3), 1-4",3,2012,1649724324617758905,-_dYPAW6P2MC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,PN Mari Bhat: An Intellectual Tribute,"MD Gupta, SH Preston, V Rao, TV Sekher",Economic and Political Weekly,3611-3615,3,2007,18215562764050199794,M3NEmzRMIkIC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Culture and development economics: theory, evidence, implications","S Alkire, V Rao, M Woolcock","Washington, DC: The World Bank, mimeo",,3,2000,10512321395860335342,4JMBOYKVnBMC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Flies without borders: Lessons from Chennai on improving India’s municipal public health services,"M Das Gupta, R Dasgupta, P Kugananthan, V Rao, TV Somanathan, ...",The journal of development studies,"56 (5), 907-928",2,2020,473295731500369085,WmQWPPBrFVcC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Evidence-based development needs a diversity of tools, with a bottom-up process of “embedded” dialogue",V Rao,World Development,127 (C),2,2020,14306194880381076579,PQ1NLOpCoVAC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Mixed Method Data Collection Strategies,V Rao,Economic Development and Cultural Change,"58 (2), 373-376",1,2010,3065556529871108831,njp6nI0QjqAC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"History, historians and development policy: A necessary dialogue","V Rao, CA Bayly",Manchester University Press,,0,2020,NA,0aNKY9CYzMkC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,ImPacT EvaLuaTIon,"N Palaniswamy, V Rao",,,0,2020,NA,ysWPWRY3VgcC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Improving Governance through Enhanced Citizen Engagement: The Case of Malaysia,"SFBM Abdul Kader, V Rao",World Bank Research and Policy Briefs,,0,2019,NA,lf0D1wPZyaoC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Replication for: Deliberative Democracy in an Unequal World: A Text-As-Data Study of South India’s Village Assemblies,"R Parthasarathy, V Rao, N Palaniswamy, ...",Harvard Dataverse,,0,2019,NA,I__7AI8a974C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Impact Evaluation Framework and Results: Odisha Rural Livelihoods Project-Executive Summary,"S Joshi, N Palaniswamy, V Rao",The World Bank,,0,2019,NA,c2LjitseEfMC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Challenging Cultural Conventions,"P Sanyal, V Rao, S Majumdar","World Bank, Washington, DC",,0,2019,NA,mqcSLZKRP28C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Flies Without Borders: Lessons From Chennai on Reducing Health Inequalities in Urban India,"MD Gupta, R Dasgupta, P Kugananthan, V Rao, TV Somanathan, ...",PAA,2018 Annual Meeting,0,2018,NA,dhZ1Wuf5EGsC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Incentivizing Local Governance: Public Grants and Information Campaigns as Performance-based Rewards for Elected Politicians,"G Mansuri, N Palaniswamy, V Rao, SA Shrestha",,,0,2018,NA,UO8fSLLLPykC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Epistemic Discrimination against Women: Experimental Evidence from India,"K Hoff, T Rahman, V Rao",Available at SSRN,3853215,0,2017,NA,lAfYOIClFDQC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Deliberative Inequality,"R Parthasarathy, V Rao, N Palaniswamy","World Bank, Washington, DC",,0,2017,NA,w2Aknop99M4C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Flies Without Borders,"M Das Gupta, R Dasgupta, P Kugananthan, V Rao, TV Somanathan, ...","World Bank, Washington, DC",,0,2017,NA,Et1yZiPVzsMC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Who Should Be at the Top of Bottom-Up Development?,"S Joshi, V Rao","World Bank, Washington, DC",,0,2017,NA,Xtec1x7NZGAC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,The Anatomy of Failure: An Ethnography of,"K Ananthpur, K Malik, V Rao",,,0,2016,NA,A1VvXmYcXXgC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Does Caste Still Matter? G ender, empowerment and inequality in 3 s tates of India","S Joshi, N Kochhar, V Rao",JEL Classification Codes: I,"I3, J4, O1",0,2016,NA,XyWThvt29VcC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,DP10780 Long-Run Impacts of Land Regulation: Evidence from Tenancy Reform in India,"TJ Besley, J Leight, R Pande, V Rao",,,0,2015,NA,_5tno0g5mFcC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Winners and losers: tenancy reform in India,"T Besley, J Leight, R Pande, V Rao",South Asia@ LSE,,0,2013,NA,F_tUKv7nyWgC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Localizing Development, Does Participation Work?",G Étienne,Revue Tiers Monde,218-218,0,2013,NA,StPPYsf1FV0C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Does Participation Improve Development Outcomes?,"G Mansuri, V Rao",,,0,2012,NA,kyHTWmgVackC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,A Conceptual Framework for Participatory Development,"G Mansuri, V Rao",,,0,2012,NA,WMj-6b1RDO4C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Does Participation Strengthen Civil Society?,"G Mansuri, V Rao",,,0,2012,NA,pZYLKkizsIQC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Conclusion: How Can Participatory Interventions Be Improved?,"G Mansuri, V Rao",,,0,2012,NA,p7qoFRH4VUUC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,The Challenge of Inducing Participation,"G Mansuri, V Rao",,,0,2012,NA,LwieBGrN4GEC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,How Important Is Capture?,"G Mansuri, V Rao",,,0,2012,NA,oNZyr7d5Mn4C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Why Does Participation Matter?,"G Mansuri, V Rao",,,0,2012,NA,kz9GbA2Ns4gC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Inequality in focus vol. 1 (no. 3),"G Mansuri, V Rao",Inequality in focus,"1 (76055), 1-8",0,2012,NA,5Klqo5HVOaoC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,DP8736 The Regulation of Land Markets: Evidence from Tenancy Reform in India,"TJ Besley, J Leight, R Pande, V Rao",,,0,2012,NA,5LOebrzo1TYC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Community-driven development and elite capture,"VA Beard, M Pradhan, V Rao",Planning and Decentralization: Contested Spaces for Public Action in the …,,0,2008,NA,EUQCXRtRnyEC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"TIMOTHY BESLEY, ROHINI PANDE",V RAO,"Development in Karnataka: Challenges of Governance, Equity, and Empowerment",243,0,2008,NA,PbVfkCSoiPoC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Community-Driven Development and Elite Capture: Microcredit and Community Board Participation in Indonesia,"MP Pradhan, V Beard, V Rao, R Cartmill",Planning and Decentralization: Contested Spaces for Public Action in the …,,0,2008,NA,MRFs4rWx_PcC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Group Differences Amongst Castes: Reinterpreting Between-Group Income Inequality in Village India,"P Lanjouw, V Rao",Group,,0,2007,NA,pyW8ca7W8N0C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Informe sobre el desarrollo mundial 2006: Equidad y desarrollo,"TM Atinc, A Banerjee, FHG Ferreira, P Lanjouw, M Menendez, B Ozler, ...",The World Bank,,0,2006,NA,6HoeAlFIZOwC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,GOVERNANCE AND DEVELOPMENT IN KARNATAKA,V Rao,,,0,2006,NA,xtRiw3GOFMkC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Governance and Development in Karnataka: A Symposium in Economic and Political Weekly,"G Kadekodi, R Kanbur, V Rao","Charles H. Dyson School of Applied Economics and Management, Cornell University",,0,2006,NA,abG-DnoFyZgC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Development outreach 8 (1): equity and development,"S Puri, G Prennushi, F Ferreira, L Peter, M Walton, M Goldstein, C Udry, ...",Development outreach,"8 (37250), 1-44",0,2006,NA,whNN5KpgZFsC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,GOVERNANCE AND DEVELOPMENT IN KARNATAKA: The Political Economy of Gram Panchayats in South India,"T Besley, R Pande, V Rao",,,0,2006,NA,WYleWgRJor0C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,GOVERNANCE AND DEVELOPMENT IN KARNATAKA: Governance and the “Karnataka Model of Development”,"G Kadekodi, R Kanbur, V Rao",,,0,2006,NA,in81wS_EFI4C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Political Selection and the Quality of Evidence: Evidence form South India,"R Pande, T Besley, V Rao",eSocialSciences Working Papers,,0,2005,NA,WA5NYHcadZ8C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Equity and Development,"P Lanjouw, M Menéndez, B Özler, G Prennushi, V Rao, CF del Carpio, ...",,,0,2005,NA,FkBsMxS_Bp0C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,DP5201 Political Selection and the Quality of Government: Evidence from South India,"TJ Besley, R Pande, V Rao",,,0,2005,NA,u_35RYKgDlwC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Rapport sur le developpement dans le 2006: equite et developpement,"TM Atinc, A Banerjee, FHG Ferreira, P Lanjouw, M Menendez, B Ozler, ...",The World Bank,,0,2005,NA,oYc2ogjtvagC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,The World Bank research observer 19 (1),"G Mansuri, V Rao, R Jock, G Feder, D Coady, M Grosh, J Hoddinott, ...","Policy, Research working paper; no. WPS",3286,0,2004,NA,-152x6qmK5kC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Out of Eeonometrics?,V Rao,"Q-squared, Combining Qualitative and Quantitative Methods in Poverty …",,0,2003,NA,VglVhKISWcQC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Sex workers and the cost of safe sex: the compensating differential for condom use in Calcutta,"I Gupta, S Jana, M Lokshin, V Rao","World Bank, Development Research Group, Poverty and Human Resources",,0,2000,NA,9AucIJLffosC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Empirical Estimates for Rural,"AB Deolalikar, V Rao","Gender, Population and Development",122,0,1998,NA,cDbf6tmpeSoC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,A ‘Participatory'Econometric Analysis,V Rao,"Gender, Population and Development",94,0,1998,NA,Oi-j_DTgP3cC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Current Position,R Ray,Critique,"46 (5), 553-554",0,1998,NA,hEp1lTclR2YC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Celebrations and Social Returns: Festival Expenditures, Unit Price Variation, and Social Status in Rural India",V Rao,"Brown University, Population Studies and Training Center",,0,1998,NA,4OULZ7Gr8RgC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"Self-Selection, Endogenous Wage Offers, and Statistical Discrimination",V Rao,University of Chicago-Economics Research Center,,0,1991,NA,yD5IFk8b50cC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,A hedonic Analysis of Dowry in Rural India,V Rao,University of Chicago-Economics Research Center,,0,1991,NA,J_g5lzvAfSwC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"HISTORY, HISTORIANS DEVELOPMENT","CA Bayly, V Rao, S Szreter",,,0,NA,NA,7XCffrwrS2sC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,LA DESIGUALDAD bajo LA LUPA,"G Mansuri, V Rao",,,0,NA,NA,A7-hzOuI2KQC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,MALAYSIA’S URBAN FUTURES,"S Faiez, V Rao",,,0,NA,NA,1HYIo8DVeu0C
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,POLSCI PAPERS,"M Woolcock, V Rao, S Alkire",,,0,NA,NA,wsDUewC2rQsC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,"The Social Impact of Social Funds in Jamaica: A Mixed-Methods Analysis of Participation, Targeting, and Collective Action in Community-Driven DevelopmentFebruary 14, 2003","AM Ibanez, V Rao",,,0,NA,NA,P_fFXc30I2UC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,InequalIty in Focus,"G Mansuri, V Rao",,,0,NA,NA,_OXeSy2IsFwC
Poverty and Inequality,Vijayendra Rao,ImtSzeYAAAAJ,Mauritius-Modernizing an advanced pension system,"G Mansuri, V Rao, R Jock, G Feder, D Coady, M Grosh, J Hoddinott, ...","Policy, Research working paper; no. WPS",328,0,NA,NA,Dip1O2bNi0gC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Firm Informality in Colombia: Problems and Solutions,"M Cárdenas, S Rozo",Desarrollo y Sociedad,"270 (63), 211-243",115,2009,"10743781334919407333,17990822606285995354,8768739283138691676,14389222387464363210,15517617212253062452,5671079394407925596,3609381821991180521",d1gkVwhDpl0C
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Qualitative and Quantitative Analysis of Firm Informality in Colombia,"S Mauricio Santa María, S Rozo",Desarrollo y Sociedad,"270 (63), 269-296",114,2009,"14473976685265474762,5973411634633233366,1149250067228484235,6772623451905805617,8503913938437509397,6518001066066223186",8k81kl-MbHgC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,On the Effects of Enforcement on Illegal Markets: Evidence from a Quasi-experiment in Colombia,"D Mejia, P Restrepo, SV Rozo",The World Bank Economic Review,"31 (2), 570-594",69,2015,"14757568183772466625,8620540246821809643,15568935561379552541",pqnbT2bcN3wC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Blessing or burden? Impacts of refugees on businesses and the informal economy,"O Altındağ, O Bakis, S Rozo",Journal of Development Economics,102490,48,2020,"15327395788712667914,10868544978949134269",XD-gHx7UXLsC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,The impact of technology adoption on agricultural productivity: the case of the Dominican Republic,"V González, P Ibarrarán, A Maffioli, S Rozo","Inter-American Development Bank, Office of Evaluation and Oversight (OVE …",,36,2009,"7032310089290261164,4586098713051799,6203966334450187341,2451677062557672714",eMMeJKvmdy0C
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,On the unintended consequences of enforcement on illegal drug producing countries,SV Rozo,UCLA CCPR Population Working Papers,,35,2014,"12454871455632773925,14821322594964939932,6408529944774184354,10092376469357285983",tuHXwOkdijsC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,"Un diagnóstico general del sector salud en Colombia: evolución, contexto y principales retos de un sistema en transformación","M Santa Maria, F García, S Rozo, M Uribe",Efectos de la Ley,100,34,2008,"1072206288643168309,9582022936586135720,8959341301968356664",eq2jaN3J8jMC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Is Murder Bad for Business? Evidence from Colombia,SV Rozo,Review of Economics and Statistics,"100 (5), 769-782",27,2018,"3306518139400948626,15133042987076329313,11248651825113898119,16698944593546067772",zA6iFVUQeVQC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Brothers or Invaders? How Crisis-Driven Migrants Shape Voting Behavior,"S Rozo, JF Vargas",Journal of Development Economics,150 (102636),25,2021,"722881267764476381,9222862771255528188",1yQoGdGgb4wC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Does Crime Lower Growth? Evidence from Colombia,"M Cárdenas, S Rozo",http://documents.worldbank.org/curated/en/,/752741468163462405/pdf …,25,2008,"12640038485871576637,18320175173804109031,5050835442088127306",9yKSN-GCB0IC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Give me your tired and your poor: Impact of a large-scale amnesty program for undocumented refugees,"AM Ibáñez, D Bahar, S Rozo",Journal of Development Economics,"151 (102652), June 2021",19,2021,"7129567289681835951,17290822164778224864",4MWp96NkSFoC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,"Same bureaucracy, different outcomes in human capital","I Arraiz, S Rozo",How Indigenous and Rural Non-Indigenous areas In Panama Responded to the CCC …,,15,2011,"1986165969475066790,8717553442855896364,12162447489885285146",kzcrU_BdoSEC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Racial Disparities in the Acquisition of Juvenile Arrest Records,"S Raphael, SV Rozo",Journal of Labor Economics,"37 (S1), S125-S159",13,2019,"6214954968232810504,3404312286612922210",WqliGbK-hY8C
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Is a refugee crisis a housing crisis? Only if housing supply is unresponsive,"SV Rozo, M Sviatschi",Journal of Development Economics,"148, 102563",12,2020,"521107966299433690,17918338495453876806",URolC5Kub84C
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Payroll Taxes in Colombia: a Theoretical Approach,SV Rozo,Ensayos Sobre Política Económica,"26 (57), 72-129",12,2008,"13972399066830189482,6553373430813109724,9312045759399049372",Y0pCki6q_DkC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Beyond Bubbles: The role of asset prices in early-warning indicators,"S Rozo, E Gómez",Ensayos sobre Política Económica,"26 (56), 114-148",12,2008,"72606731478158631,5879351306059765115,2809141792478204926,6765303936658350504",2osOgNQ5qMEC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,La reforma del impuesto al consumo de cigarrillo y tabaco elaborado: impacto sobre el recaudo,"M Santa María, S Rozo",,,10,2007,8112043360910118666,ye4kPcJQO24C
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,The Effects of Youth Training on Risk Behavior: The Role of Non-Cognitive Skills,"C Calero, SV Rozo",IZA Journal of Labor & Development,"5 (12), 1-27",9,2016,"10682988932268984535,11379366491581105436",P5F9QuxV20EC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Multimarket spatial competition in the Colombian deposit market,"DA Estrada, S Rozo",Borradores de Economía; No.,413,9,2006,"644290902242091116,9843984385664802762,6224678955690805718,3266313533230546075,297408582133514235",SdhP9T11ey4C
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,Unintended effects of illegal economic activities: Illegal gold mining and malaria,SV Rozo,World Development,"136, 105119",7,2020,"12482499953951152253,7817989318240335148",zLWjf1WUPmwC
Poverty and Inequality,Sandra Rozo,DQXjgPMAAAAJ,An industrial organization analysis for the colombian banking system,"S Rozo, DM Vásquez, DA Estrada",Borradores de Economía; No.,528,7,2008,"17224151076947601923,3574879442960840265",dTyEYWd-f8wC
